,username,biography,userid,mediacount,followers,followees,is_verified
1862,ruthslistfl,Ruth’s List is the only organization dedicated to electing Democratic pro-choice women in Florida. We help women run inspiring campaigns that WIN.,2995707926,918,2593,306,False
1863,thegeorgiavoice,The premier media source for LGBTQ Georgia 🏳️‍🌈 Send story ideas to tips@thegavoice.com,1790677846,204,1709,383,False
1864,jimgilmore65,,53096815041,0,328,25,False
1865,donzimmerman,,206762440,14,121,65,False
1866,martinshkreli15,MARTIN SHKRELI’S OFFICIAL PAGE,2325970500,226,48952,1815,True
1867,mary_mannix,,2158361273,262,192,236,False
1868,karlrove,"Former Deputy Chief of Staff to President George W. Bush, Author of NYT bestseller, Courage & Consequence, and The Triumph of William McKinley",29991599,180,19947,78,True
1869,kblock43,"Yep, I'm that guy. Rally, RX, Gymkhana & Gymkhana GRID. >>>>>>>
Ken’s account is now being used to keep Ken’s Legacy alive.
Inquiries: info@43i.org",12647280,12889,8382127,651,True
1870,duvalbarry,,7379410434,0,81,4,False
1871,richtwoods,"I'm not only a real estate broker, but a licensed attorney, skilled in the art of negotiation. In addition, I'm the host of the American Dream TV Show",2127664265,1684,1076,776,True
1872,victoriacobb_,nyc.,220545191,79,1229,1454,False
1873,repribble,Proudly serving the men and women of Wisconsin's 8th Congressional District in the US House of Representatives,1650960293,358,1491,466,True
1874,frank.stephenson.official,Learn to Sketch with Frank,1729170446,2010,32545,2196,False
1875,alligatorronbergeron,"Entrepreneur, Gladesman, Philanthropist - A tireless champion for the restoration & protection of the FL Everglades. @bergeronevergladesfoundation",5861036657,1491,16893,233,False
1876,joepojman,,304939255,1,485,73,False
1877,ryan.eller,"Jesus Saves
Isaiah 6:8
Firefighter/AEMT
Samantha Eller❤",1281950550,15,269,82,False
1878,melissajohnson8,"REI Business Coach
Mom (x5) 💁🏻‍♀️
Real Estate Investor 🏘 (1000+ flips!)
@forbes Real Estate Council Member 🤘
Mixed-Media Artist 🎨",19777093,1752,3021,1339,False
1879,stevecannon,Director | Photographer | Cinematographer | Grade A Films | 999 |,1318406017,261,64973,834,False
1880,secupp,"Job: CNN, NYDN. Likes: John. Religion: Jack. Sign: The one everyone gets along with. Skills: @jeopardy winner. @inaraorg",683787707,6043,95171,1729,True
1881,mattwuerker,https://www.politico.com/tag/cartoon-carousel,4853515734,293,4777,113,False
1882,american_bridge,Holding Republicans accountable.,595784325,2095,2835,119,True
1883,rafaelcruz.pm,"Florianópolis SC 
Policial Militar
Empresário",2910314734,227,10682,3543,False
1884,thickthickworld,"𝗗𝗠 𝗙𝗼𝗿 𝗣𝗿𝗼𝗺𝗼
*Advertise Your business/products with us*",703562478,1143,362597,733,False
1885,artheniajoyner,,45794149828,0,2,0,False
1886,sandrasmithfox,Co-Anchor AMERICA REPORTS 1-3pm ET on Fox News Channel,7345441711,119,72342,145,True
1887,thejackhannachannel,"🐾 Welcome to Jack Hanna's wild life!
📺 Watch free on Samsung Ch. 1408 | Vizio Ch. 558 | Roku Ch. 472
➡️ Stream on @watchxplore",3484923792,178,7363,221,True
1888,uscg,Welcome to the official Instagram page of the United States Coast Guard.,520870795,8495,794076,141,True
1889,chrisrileypsychic,"✉️ courtney@chrisrileymedium.com 
😶 don’t fall for scam accounts 
Click the link 👇🏻 listen to my new podcast 🎧✨ 
& get free readings to your inbox!",7988688,758,644099,826,True
1890,houckharry,,5595247420,32,147,118,False
1891,cbaldwin45,Works at Swan Point Landing fly shop,5431170030,113,219,478,False
1892,robhenneke,,1278248327,12,297,149,False
1893,christine_gilbert,,1946072989,72,127,107,False
1894,theproblem,All episodes of season 2 now streaming on @appletv,48510685939,245,487259,1,True
1895,jeffatwater,"Partner, Ballard Partners. Florida's Former Chief Financial Officer. Former CFO and VP of Strategic Initiatives.",244818577,312,1489,1376,False
1896,sylvanhillsna,Sylvan Hills Neighborhood Association,5737012596,43,480,151,False
1897,wisaflcio,Representing Wisconsin's union men and women. Fighting for the rights of ALL workers!,531629410,487,1602,318,False
1898,ron_dermer,,18901065027,0,17,8,False
1899,jimcarrey__,"• Fan Page dedicated to Jim Carrey!
• I’m not Jim Carrey.
ALLRIGHTY THEN! 😎",724994299,1626,3309895,109,False
1900,allisontantfl,"State Representative for FL HD9, 3 kids, 2 dogs, 1 husband, community leader, disability & children’s advocate & ally",364230440,719,1412,847,True
1901,limberbutt2016,"OFFICIAL CAMPAIGN ACCOUNT OF LIMBERBUTT 2016. A Louisville cat running for president. Follow my campaign on Facebook and Twitter, both Limberbutt 2016",1953475908,77,460,432,False
1902,theismannsrestaurant,"Open daily for dining room & patio dining, curbside pickup and delivery!
🍔 | Neighborhood Bar & Grill
🍷 | 50% Off Bottles of Wine on Wednesdays",5440331015,762,2389,134,False
1903,ultraviolet.nyc,"💜Black Woman-Owned 
💜Handmade in Brooklyn
Featured In: 
💎New York Magazine 
💎Buzzfeed 
💎Allure 
💎Women’s Health Mag
💎Instagram for Business",2191471196,989,6564,1167,False
1904,briannakeilar,"Coming in April on CNN News Central 1-4pm ET, Antonio’s mom, Teddy’s stepmom, Army wife, @bluestarfamilies, my column Home⭐️Front at cnn.com/homefront",466592479,686,76893,232,True
1905,larryoconnorshow,"Radio Guy: @WMALnews, Washington DC
TV Host: O'Connor Tonight, @SalemNewsChannel
Columnist/Creative Dir: @townhallmedia",1155288109,931,4516,694,False
1906,genzforwardpac,Gen Z are the future of politics 🔮 That’s why we are fighting to increase our influence in the political sphere 💯 Donate using the link in our bio 🔗,60876820327,3,38,4,False
1907,tomtoles,"Pulitzer-winning Washington Post cartoonist. Terrible drummer, terrible singer, but still one of the best drummer-singers.",2959486187,76,1871,25,False
1908,ben_ferguson,@burtonsnowboards @anonoptics @mtbachelor @redbull @crabgrab @10barrelbrewing @chillfoundation Watch Fleeting Time at the link,13930765,654,110856,1647,True
1909,harrisfaulkner,"Author of #1 New York Times Bestseller #faithstillmovesmountains
6-time Emmy Award Winning Journalist; Philanthropist",326216940,1264,188436,379,True
1910,alldonnabrazile,,1990040304,8,959,1,False
1911,keanusavas,"Singer of @roseviewmusic 
@keanupapa on Tiktok 150k
STREAM LIVE & LET DIE FEAT. KELLIN QUINN BELOW 👇",892988264,1395,16314,7392,False
1912,moveon,Help provide urgently needed humanitarian aid in Gaza. ⬇️,1461993176,7485,468326,794,True
1913,jon.lott,Para Project / Harvard GSD,1712113888,206,7514,493,False
1914,impact_america,"Since 2004, Impact America has engaged young adults as AmeriCorps members to address community needs & promote change. Join the movement today.",4232278754,415,761,153,False
1915,dan.gelber,Personal Instagram account of @mayordangelber.,4822368402,252,1354,183,False
1916,onlineathens_com,Photos and videos from your local newspaper serving Athens and the surrounding communities.,1559813207,1480,8346,337,False
1917,azizansari,,29899675,701,2052902,0,True
1918,rephankjohnson,Father | Husband | Congressman for #GA04 | Ranking Member on @housejuddems Subcommittee on Courts | Senior Member on @transportdems,577966298,1646,10613,550,True
1919,eugenekrobinson41,"Lifestyle Show Host @clttodayshow 
Live weekdays at 11 am on @wcnctv",16263318861,50,1359,185,False
1920,jeancasarezcnn,Based in New York City. She is an attorney and began her network career with Court TV. She also serves as a fill-in anchor.,1271999039,0,259,14,False
1921,michaelskolnik,"Founding Partner of @WeAreSoze. Father to the Mateo Ali. Marathon runner, Vinyl Collector, Theater Lover, photography account - @photosbyskolnik",18573098,1497,38067,1116,True
1922,ron_christie_,"Author of My Own Story.
Yacht Management🛥
Adventure Enthusiast🏂🏔
📍South Florida 🇺🇸",218353201,1635,570,1191,False
1923,austinscott93,"Shakespeare @andjulietbway
#MonkMovie Dec 8th @peacock",48914593,583,56715,1097,True
1924,_hillarydavis_,Boulder ‘25                                                                           @dgboulder @hillysillys,4551499818,44,1514,1036,False
1925,motionpictures,"The leading advocate of the film, television, and streaming industry around the world. Representing storytellers everywhere. 🎬📺🎥🎞
CEO: @charlierivkin",1509506121,871,19287,912,True
1926,mikejtate,"Lover of music, monthly co-host of ‘Sorcha & Mike’ radio show on 1BTN, monthly contributor to Music For Dreams radio, and long suffering YTFC fan.",21008011,166,382,1159,False
1927,brad.woodhouse,Biz Consultant | PERTH.                                                             👬 @scout303,4043799844,258,356,2867,False
1928,statefarm,"Like a good neighbor, State Farm is there.®",529798290,1263,106169,27,True
1929,hunterschwarz,"🇺🇸 @yellopolitics
It’s not the years, honey, it’s the mileage.",26359199,177,4202,249,True
1930,savannahleemay,"God First
💍 C.N.",175881212,321,391572,982,True
1931,patriciajmorgan,"Vila Pavão, ES 🇧🇷
Capixaba ❤️
Boston 📍Massachusetts 🇺🇲
TEC. Enfermagem 🥼
Educação Física  ⚽",1718745702,127,2241,1733,False
1932,gary.painter,Business owner #lovetoride🚵‍♂️,2132490599,170,173,255,False
1933,gretchencarlson,"Dedicated to making workplace safer for all @liftourvoices Journalist | Speaker | Mother - Changemaker
Time 100 Most Influential People in the World",549192965,3180,48025,579,True
1934,davidbowenart,representation: @tallieu_art,3501723303,130,13924,397,False
1935,real_sharpton,"Baptist Minister. 
Political, Civil Rights, & Social Justice Activist.
Founder & President, @nationalactionnetwork.
Host @politicsnation, @msnbc.",210808079,38118,2071585,63,True
1936,andycraig_,Paisley twitter- @andycraig95,41036221,521,1161,1500,False
1937,russellbrand,"I am a comedian. I am interested in change. I am interested in awakening 
Join me weekdays  🔴LIVE 1pm (EDT) | 5pm (GMT)
Links to everything below",1666324992,4870,3896382,706,True
1938,rquigley18,"° R E B E C C A   Q U I G L E Y °
° CP💙CL💜LR💙 °",29116651,227,1019,919,False
1939,timsheehy,"Composer for games, media, etc. 🎶",211818210,23,111,95,False
1940,sarahkatesilverman,,225570730,2502,2085720,752,True
1941,the.1nstitute,"Follow To Become An Institute Courser
-Official Institute Account
-“Mankind Redefined”
-Courser Goal: 5,000
-Join the Discord",8278623552,119,2380,194,False
1942,jayroberts_,"• Hair Content Creator 💇‍♂️
• Brand owner of @concept_clo 👕
• Subscribe to Online Academy below ✂️",401220313,204,71167,4223,False
1943,erictastic,"📍 SLC
Train with me ⬇️",40184744,1574,305800,1014,True
1944,tgowdysc,"Husband, father, former prosecutor, South Carolinian for life.",2012639059,95,132134,65,True
1945,hellsoasis,,175969168,1434,294,276,False
1946,cdftexas,"Building community so young people grow up with dignity, hope, and joy. 
Important links ⬇️",3545700195,777,1122,291,False
1947,senatordebbiemayfield,Representing Florida’s 19th District in the State Senate,47929186844,46,431,90,False
1948,ronfournier,"Adoring husband, father, uncle, friend, in-law, brother, son and grandfather. President, Truscott Rossman PR firm in Detroit",276974348,596,324,116,False
1949,rich.lowry,"Beer,fish,friends,family,BBQ and crawfish. Nothing more important.",4101482414,14,23,17,False
1950,mariashriver,Mama & Mama G • Open hearted journalist & Writer @thesundaypaper • Co-founder @moshlife • Advocate @womensalzmovement • @nbcnews Special Anchor,415997156,4359,1241130,977,True
1951,jasonnrae,"🥰💭
103 :)",16812754,76,1132,3501,False
1952,chrisccuomo,FREE AGENT. TV: @newsnationnow  8 AND 11p east. Podcast: Chris Cuomo Project. Youtube/Apple/Spotify,409161503,2129,1170339,0,True
1953,drilldownwithschweizer,"We relentlessly expose corruption and cronyism in Washington, D.C.
Weekly podcast hosted by Peter Schweizer and Eric Eggers",12497984682,878,22505,17,False
1954,dannyportergram,,216437985,635,632,1109,False
1955,vantaylortx,Join #TeamTaylor today! ⤵️,4213488505,80,816,155,False
1956,speakerboehner,"Official Instagram account for former U.S. House Speaker John Boehner, a regular guy who had a big job.",249235106,248,18542,160,True
1957,jimlampleyofficial,"Official Instagram account for Jim lampley the
HBO World Championship Boxing anchor and co-host",1804150894,5,148,62,False
1958,maccaridino,,1557383240,24,597,143,False
1959,cityofatlantaga,"Official account of the City of Atlanta 
#MovingAtlantaForward
For more info on our city resources, visit 👇",531710505,4380,115018,254,True
1960,sofiacrisafullii,"🇮🇹/🇨🇴
🥈 @sofiacrisafulliprivate
📕ordina il mio 2º libro qui⤵️
info booking: info@eaglebooking.it",7014886254,141,1602873,599,False
1961,rosemary_s_grant,"📸 Photographer Adv.Dip Photo Fine Art Major (Hons)
🧶 knitter 
📚Books  
🎹 Piano
🗣️ Learning French 
🕯 Hygge Life 
⚡️ Chronic Pain Warrior",250891520,2456,1190,2768,False
1962,thenationofislam,"The official Nation of Islam X Instagram.
As-Salaam-Alaikum
The instagram #Movement has begun. Join us and spread the word of #Allah",1644899570,46,11082,2010,False
1963,bloomberg,"Connecting decision makers to a dynamic network of information, people and ideas.",1557582469,626,518791,16,True
1964,therichclarke,"Presenter. Host. Voice over. Occasional DJ. 
I'm on Heart. 📻 Partnered up 🏳️‍🌈 Have ET 🩸
Subscribe for more lifestyle unfiltered content ❤️",29754229,1091,13409,2017,False
1965,gadeptoftrans,"Official feed of your #Georgia DOT, providing a connected #transportation system that strengthens not only our economy but our communities.",2959288866,3673,6365,160,False
1966,debdooley,,216414185,213,474,1200,False
1967,organizetexas,"We organize & build power with Black, Indigenous & Latino communities across Texas! ✨
.
✊🏾 Building un Tejas para todes! #tx4all - Join the movement",10177655570,513,6042,618,False
1968,gwynethpaltrow,,584705572,737,8399711,1824,True
1969,charlie_bethel,,1445915562,156,1464,1012,False
1970,elizabeth__roberts__,🙃,50419165,132,1160,1323,False
1971,foramerica,Never give the Left a free day.,302350995,5752,184452,2788,True
1972,meghuebsch,"Living life in RGB
Travel • Dogs • Design
🇿🇦 in London 🇬🇧
🐾 @max_and_willow 
💍 @carlaugustillustrations",357253588,1064,504,293,False
1973,lawrence_odonnell,"Author, talker, boulevardier",9262720838,105,30520,30,True
1974,michaeltowens,,9203168324,1,112,108,False
1975,kirstenpowers,"NYT bestselling author; hitched to @draperrobert
☀️Subscribe to Changing The Channel newsletter",2350672800,993,36943,1094,True
1976,peoplefor_,We are People For the American Way: a progressive nonprofit fighting for equal rights & constitutional liberties.,5968412339,1194,4254,778,False
1977,that_snowden,"I used to work for the government. Now I work for the public. President at @freedomofpress
➡📖 Order Permanent Record - Out September 17",17205629812,10,91685,1,False
1978,brooke.hines,"Indiana University
all the time, he is good",785445745,53,1622,869,False
1979,floridanews,Why does everyone want to buy this handle? Sorry it’s not for sale #WeLoveFlorida #FloridaNews,1236855744,353,2152,1382,False
1980,susanstimpson,"For what shall it profit a man, if he shall gain the whole world, and lose his own soul?",519951639,142,476,88,False
1981,sallykohn,Mom. Activist. Media + speaking coach. Ghostwriter. @ted curator. Contributor to @usatoday @remodelista + @afarmedia. Author of #TheOppositeOfHate,9378321,6171,42135,6147,True
